"C_Name","T_Name","Substitu","User_","PowerSum_","無老年人口戶數比例","戶長平均年齡"
"新北市","新莊區","西盛里",5678.53754668,5185719.90193,87.6,48.11
"新北市","新莊區","榮和里",2031.3455659,1389300.13817,82.8,52.46
"新北市","新莊區","中泰里",1758.43938745,1097894.1732,72.52,54.24
"新北市","新莊區","瓊林里",5018.78135711,4050445.96573,74.33,54.15
"新北市","新莊區","文德里",965.172348792,631906.72586,74.38,54.1
"新北市","新莊區","中誠里",1124.42208342,669123.130884,77.61,52.98
"新北市","新莊區","裕民里",2922.02162711,1682330.58656,82.29,52.02
"新北市","新莊區","文明里",2503.57943873,2087049.99001,71.39,55.7
"新北市","新莊區","中港里",2720.11905802,2171580.03444,83.89,51.82
"新北市","新莊區","富國里",1215.00184674,779555.236679,81.03,52.84
"新北市","新莊區","思源里",2991.29180747,3368466.50692,78.63,52.75
"新北市","新莊區","立人里",1465.32425192,886272.80484,69.08,55.8
"新北市","新莊區","南港里",1761.05962441,1012913.04833,85.61,50.82
"新北市","三重區","維德里",1513.00010915,888052.1879,77.44,53.58
"新北市","三重區","尚德里",2029.21608576,1221084.99983,74.9,54.28
"新北市","三重區","培德里",2595.99697586,1658727.12295,76.57,53.93
"新北市","三重區","永德里",2168.5395238,1120203.87089,76.5,54.37
"新北市","三重區","永盛里",1474.5566705,857307.652771,76.27,53.86
"新北市","三重區","永福里",2899.32739196,1599490.63449,80.52,52.15
"新北市","三重區","永清里",1826.85888412,1099538.69092,81.08,52.86
"新北市","三重區","永安里",1582.86025745,1030052.72207,81.33,51.91
"新北市","三重區","永煇里",1192.66566343,662493.02906,78.09,54.02
"新北市","三重區","溪美里",3975.67888883,2092824.31114,81.98,51.55
"新北市","三重區","福隆里",3112.38080916,2076964.59819,82.53,51.69
"新北市","三重區","五常里",2003.18643049,1290468.60886,77.4,53.71
"新北市","三重區","五福里",2009.15997892,1105862.89966,81.69,50.6
"新北市","三重區","仁忠里",725.94587385,557515.088784,78.1,53.97
"新北市","三重區","慈福里",1021.89651834,511776.593714,72.33,55.08
"新北市","三重區","慈生里",1340.6024644,671387.905175,69.23,56.28
"新北市","三重區","慈惠里",875.862790425,562491.216048,73.02,55.04
"新北市","三重區","慈愛里",1680.10399599,895152.317769,75.36,54.77
"新北市","三重區","慈化里",850.215345882,608372.13305,78.19,52.88
"新北市","三重區","慈祐里",2626.3562791,1239544.7283,75.77,53.56
"新北市","三重區","五華里",2260.92975827,1118186.48738,82.8,50.69
"新北市","三重區","富貴里",5234.40272065,2573295.56427,85.75,49.44
"新北市","三重區","富華里",1249.96060719,495718.863918,79.26,51.85
"新北市","三重區","富福里",1704.16320728,854054.726382,78.7,53.59
"新北市","三重區","碧華里",3688.44080971,1984644.02623,86.83,47.97
"新北市","三重區","五谷里",1661.77334051,2976905.32224,73.61,55.48
"新北市","三重區","博愛里",1508.6152372,1045244.40502,79.79,53.53
"新北市","三重區","福德里",1833.56218113,1158674.75607,79.8,52.35
"新北市","三重區","永吉里",1150.2527473,609006.653644,81.14,52.18
"新北市","三重區","永發里",2515.81591201,3295151.03468,84.36,50.91
"新北市","三重區","永順里",1938.01319917,921422.651957,82.67,51.92
"新北市","三重區","永豐里",1871.44431416,938087.54144,85.11,51.05
"新北市","三重區","立德里",2067.91138094,1140435.92867,75.72,54.58
"新北市","三重區","福樂里",2150.02432975,1166466.96695,77.5,53.16
"新北市","三重區","仁華里",1892.43401604,1014941.9057,81.11,51.76
"新北市","三重區","五順里",1846.55651953,819290.123553,78.42,53.32
"新北市","中和區","中原里",7144.04354449,15058692.9911,82.47,51.01
"新北市","中和區","平河里",6245.93028017,11694729.3839,83.54,50.47
"新北市","中和區","信和里",1469.14214749,973941.686309,73.71,54.64
"新北市","中和區","仁和里",1953.0110911,964400.928765,77.04,54.45
"新北市","中和區","中正里",1687.66792035,801613.504565,76.01,54.32
"新北市","中和區","建和里",1644.05907853,867427.61105,68.15,56.79
"新北市","中和區","連和里",1669.22875856,3476296.04126,78.44,50.42
"新北市","中和區","連城里",3194.87133006,1943134.34322,71.61,54.8
"新北市","中和區","力行里",3141.89310123,1679342.33012,80.95,51.39
"新北市","中和區","枋寮里",1753.878887,1189572.9099,73.04,54.39
"新北市","中和區","漳和里",2337.36793437,1381769.70359,76.75,53.51
"新北市","中和區","廟美里",2202.71670608,1654008.18378,71.81,55.5
"新北市","中和區","福真里",2391.30562758,1308107.16058,77.04,54.09
"新北市","中和區","福善里",2885.03045987,1741263.85987,75.93,53.41
"新北市","中和區","福美里",2575.12957801,1392636.15539,74.93,55.12
"新北市","中和區","福祥里",1708.80359268,1228201.98499,77.28,52.82
"新北市","中和區","瓦[瑤]里",2461.74565823,1326049.78255,74.69,53.44
"新北市","中和區","福和里",1728.87982658,950991.439753,73.51,55.57
"新北市","中和區","佳和里",2348.8360832,1457090.59509,74.69,53.92
"新北市","中和區","安樂里",2242.39355623,1381409.33012,75.99,54.87
"新北市","中和區","安和里",2027.53518457,767918.803514,74.71,53.47
"新北市","中和區","安平里",2428.88068849,1643210.39726,74.41,53.35
"新北市","中和區","中安里",2740.73297278,1878028.85534,73.56,54.83
"新北市","中和區","泰安里",2533.89215156,1490332.86864,69.72,55.76
"新北市","中和區","新南里",3066.39309075,1612339.20254,80.71,51.83
"新北市","中和區","南山里",2367.63756535,1229651.50692,76.94,52.94
"新北市","中和區","秀山里",2546.16164185,1281489.66919,75.33,54.64
"新北市","中和區","秀成里",1450.28746976,536550.795142,77.48,53.94
"新北市","中和區","秀福里",1802.82833447,988531.540765,74.63,54.75
"新北市","中和區","秀景里",19346.7623818,8246605.66075,78.02,53.16
"新北市","中和區","秀明里",2026.9728331,985374.993853,75.31,53.28
"新北市","中和區","秀峰里",828.825749923,374641.847006,78.41,52.56
"新北市","中和區","秀仁里",1626.51935388,689038.850505,76.1,53.03
"新北市","中和區","頂南里",1326.35037764,794667.563936,75.52,54.8
"新北市","中和區","華新里",3192.89473473,1348742.95272,79.77,51.2
"新北市","中和區","東南里",2069.16413634,1000809.99576,62.54,57.97
"新北市","中和區","華南里",2164.9240869,655565.357665,77.37,51.94
"新北市","中和區","忠孝里",2077.85814233,1068549.3919,71.11,55.52
"新北市","中和區","崇南里",2432.90108914,968283.972962,76.96,53.01
"新北市","中和區","景南里",2697.14017008,1042751.45498,71.43,55.03
"新北市","中和區","橫路里",616.069398656,374079.188036,64.89,57.79
"新北市","中和區","內南里",2429.79201223,1080510.67899,75.67,54.76
"新北市","中和區","壽南里",1330.26959068,759928.147796,70.91,55.79
"新北市","中和區","外南里",2275.06192865,891949.624742,80,53.95
"新北市","中和區","復興里",2431.53783555,1117718.54443,71.31,55.3
"新北市","中和區","和興里",2307.94731716,1147141.36324,77.29,53.1
"新北市","中和區","景平里",3435.28420193,1851494.10364,76.8,52.56
"新北市","中和區","景新里",1717.54396191,965259.397943,71.47,54.88
"新北市","中和區","景福里",3368.14502329,1815864.8606,75.76,53.12
"新北市","中和區","景安里",2323.8511808,1153016.10027,75.7,53.99
"新北市","中和區","景文里",2092.571922,1044065.92555,76.51,53.56
"新北市","中和區","錦和里",2327.74482319,718262.261705,81.86,51.47
"新北市","中和區","錦昌里",1483.3217839,748034.901681,73.67,54.27
"新北市","中和區","灰[瑤]里",1333.86987335,587487.007575,70.31,54.48
"新北市","中和區","積穗里",3105.24370126,2355634.04286,82.91,50.55
"新北市","中和區","民享里",789.432947003,375182.68555,79.49,54.14
"新北市","中和區","員山里",4100.92539456,4793342.76449,82.9,49.73
"新北市","中和區","嘉穗里",1471.84070026,766202.829492,78.34,54.13
"新北市","中和區","文元里",2603.65089901,1418224.46826,75.75,55.03
"新北市","中和區","嘉新里",3007.53591816,1537467.27635,77.04,54.27
"新北市","中和區","民安里",1500.71852073,686211.564545,82.14,52.33
"新北市","中和區","安穗里",2174.35996821,1321068.43731,81,51.38
"新北市","中和區","瑞穗里",1265.13060248,959458.596997,76.64,53.29
"新北市","中和區","明穗里",2890.38615755,1042276.186,80.33,52.65
"新北市","中和區","清穗里",1926.42848814,861999.610974,73.9,54.7
"新北市","中和區","自強里",1649.67700801,708578.041316,82.02,52.48
"新北市","中和區","德穗里",2495.46297386,1196010.58944,72.26,55.27
"新北市","中和區","民生里",1526.12815313,762955.150842,78.18,53.3
"新北市","中和區","國光里",1776.00809141,816282.289501,79.83,52.75
"新北市","中和區","壽德里",1829.10043839,999068.818074,71.96,54.49
"新北市","中和區","明德里",1553.28819873,980212.68111,73.69,54.41
"新北市","中和區","秀水里",2473.35282129,768621.849477,66.56,56.06
"新北市","中和區","德行里",2958.66144828,1748771.78917,85.52,49.26
"新北市","中和區","宜安里",1153.68831706,541127.358737,71.69,55.39
"新北市","中和區","安順里",1643.0298167,1065601.51299,74.88,54.23
"新北市","中和區","秀義里",1186.71475108,561865.979876,73.84,54.16
"新北市","中和區","秀士里",1551.32510301,676978.996698,70.36,54.41
"新北市","中和區","興南里",1796.66045298,1212418.51208,68.76,56.9
"新北市","中和區","景本里",927.557999166,506397.984242,66.1,57.22
"新北市","中和區","福南里",1527.05769032,670889.685797,75.41,53.28
"新北市","中和區","中興里",3686.20448495,1822824.42605,82.46,50.22
"新北市","中和區","吉興里",1570.17144911,812242.155287,82.19,51.21
"新北市","中和區","中山里",1386.93245839,758230.852169,76.83,53.7
"新北市","中和區","碧河里",3663.88878643,8544106.84561,80.44,51.38
"新北市","中和區","錦中里",1776.28284631,615114.814672,78.79,53.39
"新北市","中和區","錦盛里",983.147999689,424133.680581,77.69,53.61
"新北市","中和區","民有里",1645.38437035,824165.535948,74.71,54.59
"新北市","中和區","員富里",1405.67842716,1452267.98408,81.61,51.3
"新北市","中和區","嘉慶里",2366.32749744,1140607.06077,78.09,52.96
"新北市","中和區","冠穗里",1194.64777389,704315.389804,80.93,53.63
"新北市","中和區","國華里",1386.16162474,540219.700588,82.16,52.05
"新北市","中和區","正南里",1441.10724743,795263.246223,70.65,55.54
"新北市","中和區","正行里",2019.19551589,1143991.37406,82.18,50.92
"新北市","永和區","福林里",1530.85730197,1062774.8516,67.29,56.18
"新北市","永和區","文化里",1701.81649125,974156.207128,71.31,54.91
"新北市","永和區","豫溪里",2414.11697031,1628790.00977,74.16,56.05
"新北市","永和區","光明里",1568.97811132,992272.75311,71.79,55.33
"新北市","永和區","仁愛里",1029.33526257,676388.486075,73.62,55.41
"新北市","永和區","永貞里",2221.09898291,1678953.2196,67.23,55.96
"新北市","永和區","永福里",1126.50227401,662210.376332,69.36,56.5
"新北市","永和區","民治里",1797.76054578,963554.571792,69.67,55.89
"新北市","永和區","永成里",562.657203383,333990.943462,62.27,58.17
"新北市","永和區","忠義里",490.625624441,274401.040572,66.15,57.49
"新北市","永和區","永元里",2189.08536645,1077487.57793,73.36,54.8
"新北市","永和區","秀林里",1679.98135125,782166.996532,73.34,54.65
"新北市","永和區","保安里",5245.48247243,2594900.23595,80.7,52.37
"新北市","永和區","中溪里",1940.15423267,1174785.08417,75.44,54.44
"新北市","永和區","永安里",2344.6859253,1022332.05483,76.64,54.01
"新北市","永和區","民族里",1752.34864381,836204.680291,73.02,54.84
"新北市","永和區","民權里",1833.60224368,1224247.05204,74.31,54.51
"新北市","永和區","中興里",1616.87650637,1054032.81873,66.36,57.03
"新北市","永和區","勵行里",914.065288542,643826.441898,70.18,55.09
"新北市","永和區","秀朗里",1703.96157344,813349.244371,74.7,54.55
"新北市","永和區","秀成里",1201.210609,720473.343566,72.9,55.2
"新北市","永和區","上溪里",1022.22479172,633301.404348,68.4,57.14
"新北市","永和區","竹林里",2170.99448548,1155735.82091,68.49,56.43
"新北市","永和區","雙和里",2473.06921644,1751099.37686,74.99,53.74
"新北市","永和區","安和里",2039.88127322,1234516.04617,72.35,54.58
"新北市","永和區","水源里",1873.8495159,1107193.14916,72,54.77
"新北市","永和區","協和里",1873.51384163,1370138.93983,71.87,54.95
"新北市","永和區","河堤里",2400.9629039,966206.274861,75.1,52.69
"新北市","永和區","頂溪里",968.183807466,611088.312174,70.05,55.78
"新北市","永和區","潭墘里",1835.85512529,1009499.5692,73.14,54.43
"新北市","永和區","潭安里",2470.28967605,1122752.82619,72.99,54.39
"新北市","永和區","大新里",1816.69810778,1129613.43494,74.37,54.48
"新北市","永和區","保平里",2247.72697055,1198789.32168,74.02,54.38
"新北市","永和區","民本里",2154.24815713,1173466.98811,79.38,52.11
"新北市","永和區","民樂里",3081.12685936,1082207.15118,75.12,53.93
"新北市","永和區","光復里",702.278889596,7812.84032499,67.87,56.73
"新北市","永和區","復興里",1484.67254804,824444.911253,71.14,56.35
"新北市","永和區","福和里",2748.64572172,1585255.24999,75.25,54.03
"新北市","永和區","得和里",2409.79503092,1378519.3826,71.57,55.12
"新北市","永和區","智光里",2088.75165141,1144894.09513,70.81,55.59
"新北市","永和區","新生里",195.103110649,12306.3286442,66.2,57.16
"新北市","永和區","新生里",195.103110649,12306.3286442,66.2,42
"新北市","永和區","新生里",195.103110649,12306.3286442,100,57.16
"新北市","永和區","新生里",195.103110649,12306.3286442,100,42
"新北市","永和區","大同里",381.370786122,159410.150349,63.7,58.74
"新北市","永和區","前溪里",1161.44670024,707846.615853,71.62,55.08
"新北市","永和區","和平里",2774.69302912,1888673.6046,74.08,54.32
"新北市","永和區","新[部]里",1399.8155808,780542.351815,68.31,56.78
"新北市","永和區","下溪里",1565.82991971,905150.946557,74.94,54.52
"新北市","永和區","秀和里",2882.10281111,1665108.08089,77.33,54.19
"新北市","永和區","河濱里",1266.70421678,664821.609758,73.1,54.39
"新北市","永和區","民生里",1655.05875423,844427.328882,71.25,54.76
"新北市","永和區","秀得里",1129.12127722,584752.423909,78.39,53.82
"新北市","永和區","上林里",1606.71247677,901292.455581,69.17,55.94
"新北市","永和區","網溪里",485.134968209,480376.761955,66.93,57.03
"新北市","永和區","正興里",1446.59679019,1126967.65702,68.16,56.63
"新北市","永和區","永興里",1415.41828705,1005779.07864,65.22,56.98
"新北市","永和區","桂林里",1103.81616794,963811.671066,69.08,56.02
"新北市","永和區","店街里",1998.0814047,1201245.69185,76.28,53.78
"新北市","永和區","信義里",2049.59227824,1323287.41704,73.07,54.69
"新北市","永和區","後溪里",951.851805881,670871.334157,69.88,55.83
"新北市","永和區","民富里",1105.1699695,721953.835927,75.56,53.6
"新北市","永和區","秀元里",1452.84929386,805268.155078,70.49,55.34
"新北市","永和區","永樂里",1270.90573544,859805.150407,76.7,53.11
"新北市","永和區","保順里",3707.56819178,2938960.12581,86.28,49.11
"新北市","新莊區","海山里",2277.78304375,1188438.03988,75.79,53.81
"新北市","新莊區","頭前里",4205.88944981,5597510.29413,86.58,48.28
"新北市","新莊區","國泰里",440.438540564,628389.137137,69.74,56.64
"新北市","新莊區","全安里",2125.79079063,1160051.99547,77.89,52.83
"新北市","新莊區","福基里",2802.67053803,3289575.20938,85.96,47.85
"新北市","新莊區","豐年里",1103.93682668,689004.094772,79.9,52.85
"新北市","新莊區","忠孝里",2974.24535815,1496531.70015,74.57,53.84
"新北市","新莊區","仁愛里",2219.01170395,1158518.65092,73.75,54.77
"新北市","新莊區","立德里",2001.00006898,1489354.33944,75.1,54.46
"新北市","新莊區","信義里",2431.6182671,1677102.84838,82.16,52.33
"新北市","新莊區","立言里",2700.74092625,1288828.09934,79.65,53.73
"新北市","新莊區","民安里",2055.62993686,1383365.46918,86.28,50.2
"新北市","新莊區","和平里",1905.0986658,1410787.98701,83.77,52.56
"新北市","新莊區","立功里",1079.8570051,782407.44096,72.79,55.07
"新北市","新莊區","民本里",1081.91215826,530748.950948,84.38,52.99
"新北市","新莊區","化成里",2149.35666921,3399580.07938,80.65,51.82
"新北市","新莊區","立志里",2320.42717654,1573185.20609,75.62,53.91
"新北市","新莊區","光華里",2299.65875478,1315409.91393,87.3,49.81
"新北市","新莊區","思賢里",1723.49974709,1125806.89995,80.26,52.48
"新北市","新莊區","營盤里",1650.00961201,2228501.06049,73.75,55.97
"新北市","新莊區","光榮里",1592.89514739,801474.75003,85.63,49.56
"新北市","新莊區","自強里",1347.53781271,831193.406174,73.03,54.89
"新北市","新莊區","光明里",2165.1418159,1094551.59318,86.86,50.52
"新北市","新莊區","自立里",1618.59244964,987938.785331,79.71,52.39
"新北市","新莊區","合鳳里",1690.92694728,866463.080699,81.92,52.29
"新北市","新莊區","幸福里",1741.80610766,1023834.29058,78.19,53.4
"新北市","新莊區","自信里",1334.99946049,906067.944751,77.88,52.99
"新北市","新莊區","龍鳳里",4002.46529793,1793384.71876,89.2,47.39
"新北市","新莊區","昌隆里",2083.55565716,1893881.54397,88.52,49.39
"新北市","新莊區","中平里",3476.16505613,2208841.87168,89.9,47.4
"新北市","新莊區","立廷里",3865.27470087,2624294.51502,90.61,46.31
"新北市","新莊區","泰豐里",5082.46970177,2364620.53668,78.21,52.42
"新北市","新莊區","富民里",739.443851221,539354.036151,87.51,49.94
"新北市","新莊區","祥鳳里",956.908574374,431577.818891,83.65,50.54
"新北市","新莊區","民全里",1245.55579902,789537.145564,87.75,49.86
"新北市","新莊區","民有里",1970.3824217,886358.748973,88.33,49.38
"新北市","新莊區","光正里",1533.92820056,763976.347893,88.59,48.68
"新北市","新莊區","光和里",797.398792645,498393.994209,86.23,51.07
"新北市","新店區","國豐里",1550.78133207,1015935.49306,66.74,56.98
"新北市","新店區","明德里",2199.23029626,1508743.07646,72,55.58
"新北市","新店區","大豐里",2138.73967989,1081959.64807,73.1,55.33
"新北市","新店區","大同里",1756.45758315,1544205.23499,72.74,55.29
"新北市","新店區","江陵里",2061.53865475,2349894.41817,76.22,54.25
"新北市","新店區","寶興里",2430.65532356,3722230.29966,74.92,54.12
"新北市","新店區","寶安里",3022.71251068,2383031.08443,72.1,55.51
"新北市","新店區","信義里",3007.72908653,2326931.69435,77.03,53.57
"新北市","新店區","忠孝里",1221.4855314,540578.204127,73.53,54.22
"新北市","新店區","大鵬里",1374.32726979,501248.911822,71.42,54.86
"新北市","新店區","太平里",2347.15914984,1043229.16104,74.42,53.94
"新北市","新店區","頂城里",720.909999657,579231.71537,67.65,57.38
"新北市","新店區","下城里",1943.92801734,1201576.75828,75.84,54.38
"新北市","新店區","柴埕里",2889.32835627,1718362.52505,80.34,51.58
"新北市","新店區","永安里",2295.30087611,794297.219046,76.78,53.1
"新北市","新店區","公崙里",4553.03738176,2626675.38688,79.83,51.61
"新北市","新店區","德安里",4515.32173136,2247212.26387,77.64,53.5
"新北市","新店區","雙城里",3314.5084885,1334231.69058,74.37,55.36
"新北市","新店區","日興里",1794.01130087,774140.989007,75.9,54.33
"新北市","新店區","玫瑰里",2893.45412056,1120186.2806,77.77,53.76
"新北市","新店區","塗潭里",1624.85077433,1026498.3952,56.32,60.16
"新北市","新店區","美潭里",1418.9840198,611892.190115,77.15,53.71
"新北市","新店區","員潭里",2501.55885034,1515358.96317,76.3,52.93
"新北市","新店區","雙坑里",688.621802939,271452.45631,60.76,60.89
"新北市","新店區","粗坑里",1155.62939922,409192.259271,72.62,55.65
"新北市","新店區","屈尺里",842.318742824,356896.663702,60.23,60.33
"新北市","新店區","龜山里",456.250305591,131804.227928,63.11,59.07
"新北市","新店區","廣興里",1480.4337413,447783.470082,60.8,59.63
"新北市","新店區","直潭里",1047.30186008,394005.91944,62.2,57.96
"新北市","新店區","青潭里",2443.53916579,995605.248592,80.75,52.62
"新北市","新店區","新店里",1428.89120271,709378.910357,69.09,56.6
"新北市","新店區","張南里",1277.25887261,685603.895773,73.48,53.34
"新北市","新店區","國校里",1247.05673107,544758.236347,77.26,53.66
"新北市","新店區","文中里",1344.88275337,584975.745445,71.97,54.83
"新北市","新店區","廣明里",643.439751589,235721.667498,67.49,56.78
"新北市","新店區","文明里",1417.122339,768173.914655,68,58
"新北市","新店區","中興里",3031.41953199,1359149.10235,77.29,54.47
"新北市","新店區","新生里",1781.05487486,1510970.45905,68.8,55.58
"新北市","新店區","新德里",1201.98868115,834451.704324,68.34,56.48
"新北市","新店區","張北里",3806.09410364,2707638.07698,75.04,53.28
"新北市","新店區","五[峰]里",4567.08195769,2642886.51478,73.86,54.68
"新北市","新店區","新安里",1850.76154628,1214548.5544,72.39,54.49
"新北市","新店區","忠誠里",1054.00960382,697076.900539,71.87,55.64
"新北市","新店區","中正里",3664.26626037,2123010.82381,66.62,56.58
"新北市","新店區","中華里",3126.21811178,1395529.29859,71.22,54.94
"新北市","新店區","仁愛里",1185.85449371,890073.389979,68.15,56.59
"新北市","新店區","百忍里",1538.75827733,878593.03992,66.81,57.06
"新北市","新店區","百和里",1641.13123124,1087794.25,70.59,55.39
"新北市","新店區","福德里",1396.21146512,908656.258475,69.98,55.59
"新北市","新店區","百福里",1130.50977976,590362.495433,72.14,54.74
"新北市","新店區","福民里",3398.09543015,1455212.96723,69.85,55.55
"新北市","新店區","中山里",3183.18474067,2168151.52848,76.92,52.41
"新北市","新店區","和平里",45.5603950498,32172.5276585,65.91,55.97
"新北市","新店區","中央里",3402.1253748,1883350.18538,73.47,54.11
"新北市","新店區","明城里",662.654458486,295177.433432,77.87,53.15
"新北市","新店區","安和里",4948.98894747,2296112.83814,81.93,51.02
"新北市","新店區","吉祥里",1555.88352709,763717.831436,74.33,54.56
"新北市","新店區","寶福里",4829.59508366,9308324.79576,77.95,52.34
"新北市","新店區","小城里",1765.8879839,789679.137087,73.56,54.67
"新北市","新店區","香坡里",4993.73469965,1924174.71459,83.87,50.1
"新北市","新店區","建國里",1289.83390314,728579.316713,69.47,55.96
"新北市","新店區","復興里",4484.93252617,10754941.1907,76.31,54.15
"新北市","新店區","美城里",476.312735255,254119.034235,77.19,53.77
"新北市","新店區","安昌里",2242.72451198,1254284.13479,85.55,49.96
"新北市","新店區","長春里",417.872103036,179320.779076,78.8,53.27
"新北市","新店區","新和里",2061.65476572,964142.265761,80.91,51.83
"新北市","新店區","永平里",1535.91002371,908371.993305,81.06,51.52
"新北市","新店區","達觀里",2483.72722859,717376.417548,83.53,50.32
"新北市","新店區","華城里",935.698251013,570008.832268,82.7,52.91
"新北市","樹林區","三多里",1820.21368687,1850432.04951,84.57,51.86
"新北市","樹林區","樹興里",1605.31990716,698346.02224,78.92,52.35
"新北市","樹林區","樹福里",2089.95852485,1325917.34339,76.92,52.69
"新北市","樹林區","金寮里",1768.3878741,955419.117403,81.83,51.84
"新北市","樹林區","彭興里",2664.44264337,1352821.85207,86.44,51.09
"新北市","樹林區","文林里",2183.91346469,928105.546834,86.18,50.36
"新北市","樹林區","山佳里",1483.80322093,848481.987688,85.36,50.77
"新北市","樹林區","中山里",2120.28247771,1193628.4548,78.62,53.03
"新北市","樹林區","育英里",1838.00019329,964554.295058,76.24,53.87
"新北市","樹林區","中華里",1155.4294967,781224.168008,87.25,49.14
"新北市","樹林區","太順里",1506.21743734,892727.871328,84.78,52.08
"新北市","樹林區","圳民里",658.522053202,667770.18781,87.84,50.48
"新北市","樹林區","圳生里",1211.18947497,1664179.66347,84.62,52.71
"新北市","鶯歌區","東鶯里",754.350953612,455099.219617,71.64,56.05
"新北市","鶯歌區","西鶯里",1239.78968772,644970.665186,70.62,56.09
"新北市","鶯歌區","南鶯里",2865.23161003,1743213.98196,76.29,53.3
"新北市","鶯歌區","北鶯里",1133.41272627,592427.496124,83.97,50.08
"新北市","鶯歌區","中鶯里",593.102777048,551493.978525,71.22,55.1
"新北市","鶯歌區","建德里",1063.84867111,613583.968478,71.2,55.98
"新北市","鶯歌區","同慶里",1378.12677086,914936.586866,78.12,52.45
"新北市","鶯歌區","永昌里",3282.66108833,1609374.64831,80.71,51.63
"新北市","鶯歌區","南靖里",2371.2184252,1277719.30707,73.39,54.89
"新北市","鶯歌區","建國里",3167.80464873,1707310.24369,84.27,50.27
"新北市","三峽區","三峽里",363.978047108,300744.514016,65.38,59.22
"新北市","三峽區","秀川里",467.477396178,201843.133243,68.9,53.86
"新北市","三峽區","八張里",995.479427507,516386.567246,79.06,51.95
"新北市","三峽區","中埔里",1356.91744431,443464.910548,85.38,50.07
"新北市","三峽區","永[館]里",4078.33639748,2846058.01904,75.72,53.12
"新北市","三峽區","礁溪里",4019.51661308,2088525.48915,84.42,50.38
"新北市","三峽區","龍埔里",6046.02911261,3031144.5808,83.03,50.21
"新北市","三峽區","嘉添里",803.183603887,296480.450964,67.77,57.3
